"_time",host,OldValue,NewValue
"2026-08-01T18:23:11.995-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T18:23:11.426-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus"
"2026-08-01T18:23:11.422-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xEF08AE29","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF446A602"
"2026-08-01T18:22:36.040-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T18:22:35.359-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-01T18:22:34.332-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin"
"2026-08-01T18:22:33.061-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPersistedCache","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitEventConfig"
"2026-08-01T18:22:32.559-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitPersistedCache"
"2026-08-01T18:22:32.557-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T18:22:11.102-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T18:22:11.093-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF446A602","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xEF08AE29"
"2026-08-01T18:22:11.092-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-01T15:18:58.116-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-08-01T15:18:52.853-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\OldMachineGUID = {66991FC3-06FA-46A8-9B93-AE69EB09DF52}","N/A\OldMachineGUID = "
"2026-08-01T15:18:41.850-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x0"
"2026-08-01T15:18:41.849-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xF446A602"
"2026-08-01T15:13:29.193-0500","WIN-11","N/A\OldMachineGUID = ","HKLM\SOFTWARE\Microsoft\Windows Defender\OldMachineGUID = {66991FC3-06FA-46A8-9B93-AE69EB09DF52}"
"2026-08-01T15:13:05.960-0500","WIN-11","Default\ReportingGUID = 66991FC3-06FA-46A8-9B93-AE69EB09DF52","HKLM\SOFTWARE\Microsoft\Windows Defender\ReportingGUID = B6E01F23-EC7F-6F37-DF04-543571C7D388"
"2026-08-01T15:08:53.237-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T15:08:53.237-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T15:08:15.010-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T15:08:13.731-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RefreshFeatureStatus"
"2026-08-01T15:08:13.728-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T15:07:53.209-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitServiceShutdownEvent","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T15:07:52.683-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitServiceShutdownEvent"
"2026-08-01T15:07:52.108-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitTPState"
"2026-08-01T15:07:52.107-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T15:07:43.797-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = AdjustPrivileges","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T15:07:43.794-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949"
"2026-08-01T15:07:43.242-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = AdjustPrivileges"
"2026-08-01T12:36:41.663-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T12:36:41.662-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T12:35:54.914-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T12:35:54.912-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T12:35:41.582-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ClientInitAsimov","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T12:35:41.579-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T12:35:41.066-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ClientInitAsimov"
"2026-08-01T12:35:35.362-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T12:35:35.358-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949"
"2026-08-01T12:35:35.356-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-01T12:35:05.319-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2026-08-01T12:30:06.161-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T12:30:06.161-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T12:29:21.467-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T12:29:21.466-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T12:29:05.968-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T12:29:05.967-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T12:28:58.342-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingCapabilities","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T12:28:58.341-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949"
"2026-08-01T12:28:57.800-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingCapabilities"
"2026-08-01T12:19:40.956-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T12:19:40.956-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T12:18:54.711-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T12:18:54.709-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T12:18:43.063-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T12:18:41.627-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = RegistringUxToastLibrary"
"2026-08-01T12:18:40.725-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-01T12:18:40.721-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T12:18:33.168-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T12:18:33.166-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949"
"2026-08-01T12:00:05.236-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\LastSignatureUpdateResult = 0x8024402C"
"2026-08-01T11:50:38.313-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T11:50:38.313-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T11:49:52.985-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T11:49:52.980-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T11:49:38.545-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNriAgent","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T11:49:38.010-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNriAgent"
"2026-08-01T11:49:38.008-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T11:49:29.790-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T11:49:29.783-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xDBCA5949"
"2026-08-01T11:49:29.782-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-01T11:48:49.834-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2026-08-01T11:48:48.815-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownDiagnosticScanContext","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-08-01T11:48:48.281-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownDiagnosticScanContext"
"2026-08-01T11:11:32.779-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0xC0845162"
"2026-08-01T11:01:36.114-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T11:01:36.114-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T11:00:51.213-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T11:00:51.212-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x1C22D748","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63"
"2026-08-01T11:00:36.985-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T11:00:36.301-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitNiRtpPlugin"
"2026-08-01T11:00:36.299-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T11:00:29.183-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T11:00:29.177-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x1C22D748"
"2026-08-01T11:00:29.175-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-01T10:59:24.243-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2026-08-01T10:59:22.748-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownConsolidationProvider","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-08-01T10:59:22.117-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = ShutdownConsolidationProvider"
"2026-08-01T10:50:14.872-0500","WIN-11","Default\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender","HKLM\SOFTWARE\Microsoft\Windows Defender\ProductAppDataPath = C:\ProgramData\Microsoft\Windows Defender"
"2026-08-01T10:50:14.872-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1","Default\ServiceStartStates = 0x0"
"2026-08-01T10:49:47.859-0500","WIN-11","N/A\Diagnostics\ProtectionManagementMofHash = ","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\ProtectionManagementMofHash = a4f0455797da589699c88048c9055208884c9ae1a24e5783028173202684753e"
"2026-08-01T10:49:46.245-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = ServiceStartedSuccessfully"
"2026-08-01T10:49:46.244-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x1C22D748","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63"
"2026-08-01T10:49:15.111-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = LoadingEngine"
"2026-08-01T10:49:14.542-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitRtpPlugin"
"2026-08-01T10:49:14.540-0500","WIN-11","Default\ServiceStartStates = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\ServiceStartStates = 0x1"
"2026-08-01T10:49:01.852-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = PostPlatformUpdate"
"2026-08-01T10:49:01.851-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x1C22D748"
"2026-08-01T10:49:01.300-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitializeMiscConfigLibrary","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\InitializingComponentProgress = InitWppTracing"
"2026-08-01T10:49:01.299-0500","WIN-11","Default\IsServiceRunning = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\IsServiceRunning = 0x1"
"2026-08-01T10:48:13.852-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupEngine"
"2026-08-01T10:48:12.528-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = UninitializeServiceWppTracing","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = RtpPluginStop"
"2026-08-01T10:48:11.838-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = CleanupCompleted","HKLM\SOFTWARE\Microsoft\Windows Defender\Diagnostics\CleanupComponentProgress = UninitializeServiceWppTracing"
"2026-08-01T10:31:28.188-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\206 = 0x0",""
"2026-08-01T10:31:28.187-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\102 = 0x1",""
"2026-08-01T10:31:28.176-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x758A10D9","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x76CDF63"
"2026-08-01T10:30:41.341-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\203 = 0x1"
"2026-08-01T10:30:41.341-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\64 = 0x0","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\64 = 0x1"
"2026-08-01T10:30:41.341-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\Controls\104 = 0x1"
"2026-08-01T10:30:41.323-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x10ED2B9F","HKLM\SOFTWARE\Microsoft\Windows Defender\CoreService\WdConfigHash = 0x758A10D9"
"2026-08-01T10:30:40.770-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\ETag\Tag = ""kiCSMcjDxPVP/XKF1VP8wkLgR4qUoni57nXYPyfNQfs=""","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\ETag\Tag = ""bLO9QetQAKFE0zIw/3UQTsftcvrq0okY08QzWX7DXzg="""
"2026-08-01T10:30:40.770-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_DC_DisableAadDeviceIdQuery = 0x1",""
"2026-08-01T10:30:40.770-0500","WIN-11","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_TS_UseStrictOriginQuery = 0x0",""
"2026-08-01T10:30:40.770-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_SCC_VerifyPayloadSignature = 0xFFFFFFEF"
"2026-08-01T10:30:40.770-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_Dlp_DetourVerifyProtection = 0x1"
"2026-08-01T10:30:40.770-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_SCC_AcceptedSources = 0x7"
"2026-08-01T10:30:40.770-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpFC_EnablePersistedScanV2 = 0x1"
"2026-08-01T10:30:40.770-0500","WIN-11","","HKLM\SOFTWARE\Microsoft\Windows Defender\Features\EcsConfigs\MpEnableNoMetaStoreProcessInfoContainer = 0x1"
